char,radical,ohaeng,huneum,strokes
嗚,口,土,슬플 오,13
嗜,口,土,즐길 기,13
嗝,口,土,딸꾹질할 격,13
嗟,口,土,탄식할 차,13
嗡,口,土,소 울음소리 옹,13
嗣,口,土,이을 사,13
嗤,口,土,비웃을 치,13
嗥,口,土,- 호,13
嗦,口,土,- 색,13
嗨,口,土,- 해,13
嗩,口,土,뿔나팔 쇄,13
嗪,口,土,- 진,13
嗫,口,土,- 섭,13
嗬,口,土,- 하,14
嗯,口,土,- 은,13
嗲,口,土,- 다,13
嗳,口,土,- 애,13
嗵,口,土,- 통,13
嗶,口,土,울 필,14
嗷,口,土,여럿이 걱정할 오,14
嗽,口,土,기침할 수,14
嗾,口,土,부추길 주,14
嘀,口,土,- 적,14
嘁,口,土,부끄러울 잡,14
嘅,口,土,탄식할 개,14
嘆,口,土,한숨쉴[歎] 탄,14
嘈,口,土,지껄일 조,14
嘉,口,土,아름다울 가,14
嘌,口,土,빠를 표,14
嘍,口,土,시끄러울 루,14
嘎,口,土,새소리 알,14
嘏,口,土,클 하,14
嘔,口,土,게울 구,14
嘖,口,土,외칠 책,14
嘗,口,土,맛볼 상,14
嘘,口,土,불 허,14
嘚,口,土,- 득,14
嘛,口,土,나마 마,14
嘜,口,土,- 마,14
嘞,口,土,어조사 륵,14
嘟,口,土,칭찬할 도,14
嘢,口,土,- 야,14
嘣,口,土,- 붕,14
嘤,口,土,- 앵,14
嘧,口,土,- 밀,14
嘩,口,土,떠들썩할 화,15
嘬,口,土,물(齧) 최,15
嘭,口,土,- 팽,15
嘮,口,土,이야기할 초,15
嘯,口,土,휘파람 소,15
嘰,口,土,쪽잘거릴 기,15
嘱,口,土,부탁할 촉,15
嘲,口,土,비웃을 조,15
嘴,口,土,부리 취,15
嘶,口,土,말울 시,15
嘸,口,土,분명하지 않을 무,15
嘹,口,土,울 료,15
嘻,口,土,탄식하는소리 희,15
嘼,口,土,쌓을 휴,15
嘽,口,土,헐떡거릴 탄,15
嘿,口,土,고요할 묵,15
噁,口,土,성낼 오,15
噌,口,土,장사꾼 웅성거릴 쟁,15
噍,口,土,먹을 초,15
噎,口,土,목멜 열,15
噓,口,土,불[吹] 허,15
噔,口,土,- 등,15
噗,口,土,- 박,15
噘,口,土,- 궐,15
噙,口,土,- 금,16
噜,口,土,- 로,15
噠,口,土,오랑캐 나라 이름 달,16
噢,口,土,슬퍼할 우,16
噤,口,土,입 다물 금,16
噥,口,土,달게 먹을 농,16
噦,口,土,재채기할 얼,16
器,口,土,그릇 기,16
噩,口,土,놀랄 악,16
噪,口,土,떠들썩할 조,16
噫,口,土,한숨쉴 희,16
噬,口,土,씹을 서,16
噯,口,土,트림할 애,16
噱,口,土,껄껄 웃을 갹,16
噲,口,土,목구멍 쾌,16
噴,口,土,뿜을 분,15
噶,口,土,벼슬이름 갈,16
噸,口,土,무게단위 톤,16
噹,口,土,- 당,16
噻,口,土,- 새,16
噼,口,土,- 벽,16
嚀,口,土,정녕할 녕,17
嚄,口,土,외칠 획,17
嚅,口,土,말 머뭇거릴 유,17
嚆,口,土,울릴 효,17
嚇,口,土,놀라게 할 하,17
嚎,口,土,울부짖을 호,17
嚏,口,土,재채기 할 체,17
嚓,口,土,- 찰,17
嚕,口,土,아까워할 로,18
嚙,口,土,깨물 교,18
嚣,口,土,- 효,18
嚥,口,土,침삼킬 연,19
嚨,口,土,목구멍 롱,19
嚮,口,土,길잡을 향,19
嚯,口,土,- 학,19
嚳,口,土,고할 고,20
嚴,口,土,엄할 엄,20
嚷,口,土,떠들 양,20
嚼,口,土,씹을 작,21
囀,口,土,새 지저귈 전,21
囂,口,土,들렐 효,21
囈,口,土,잠꼬대할 예,22
囉,口,土,소리 읽힐 라,22
囊,口,土,주머니 낭,22
囌,口,土,- 소,23
囑,口,土,부탁할 촉,24
囔,口,土,- 낭,25
囗,囗,土,나라 국,3
囚,囗,土,가둘 수,5
四,囗,土,넉 사,5
囝,囗,土,아이 건,6
回,囗,土,돌아올 회,6
囟,囗,土,숨구멍 신,6
因,囗,土,인할 인,6
囡,囗,土,- 닙,6
囤,囗,土,작을 곳집 돈,7
囪,囗,土,굴뚝 창,7
囫,囗,土,온전할 홀,7
园,囗,土,둥글게 깎을 완,7
困,囗,土,곤할 곤,7
囱,囗,土,천장 창,7
围,囗,土,- 위,7
囵,囗,土,- 륜,7
囷,囗,土,둥근곳집 균,8
囹,囗,土,옥(獄) 령,8
固,囗,土,굳을 고,8
囿,囗,土,동산 유,9
圂,囗,土,뒷간 혼,10
圃,囗,土,채마밭 포,10
圄,囗,土,옥 어,10
圆,囗,土,- 원,10
圇,囗,土,완전할 륜,11
圈,囗,土,우리[牢] 권,11
圉,囗,土,마부 어,11
圊,囗,土,뒷간 청,11
國,囗,土,나라 국,11
圍,囗,土,에워쌀 위,12
園,囗,土,동산 원,13
圓,囗,土,둥글 원,13
圖,囗,土,그림 도,14
團,囗,土,둥글 단,14
圙,囗,土,- 략,14
圜,囗,土,두를 환,16
土,土,土,흙 토,3
圣,土,土,- 골,5
圤,土,土,- 박,5
在,土,土,있을 재,6
圩,土,土,- 우,6
圪,土,土,- 을,6
圬,土,土,흙손 오,6
圭,土,土,서옥(瑞玉) 규,6
圮,土,土,무너질 비,6
圯,土,土,- 이,6
地,土,土,따 지,6
圳,土,土,- 수,6
圹,土,土,- 광,6
圻,土,土,경기(京畿) 기,7
圼,土,土,- 녈,7
圾,土,土,위태할 급,7
址,土,土,터 지,7
坂,土,土,언덕 판,7
均,土,土,고를 균,7
坊,土,土,동네 방,7
坌,土,土,먼지 분,7
坍,土,土,무너질 담,7
坎,土,土,구덩이 감,7
坏,土,土,언덕 배,7
坐,土,土,앉을 좌,7
坑,土,土,구덩이 갱,7
坒,土,土,- 비,7
块,土,土,- 괴,7
坚,土,土,- 견,7
坛,土,土,- 단,7
坜,土,土,- 력,7
坝,土,土,- 파,7
坞,土,土,- 오,7
坟,土,土,- 분,7
坠,土,土,- 추,8
坡,土,土,언덕 파,8
坤,土,土,따 곤,8
坦,土,土,평탄할 탄,8
坨,土,土,땅 이름 이,8
坩,土,土,도가니 감,8
坪,土,土,들[野] 평,8
坫,土,土,잔돌려놓는자리 점,8
坭,土,土,- 니,8
坯,土,土,언덕 배,8
坳,土,土,우묵할 요,8
坴,土,土,- 륙,8
坶,土,土,- 목,8
坷,土,土,험할 가,8
坻,土,土,모래섬 지,8
坼,土,土,터질 탁,8
垂,土,土,드리울 수,8
垃,土,土,- 랄,8
垄,龙,木,- 롱,8
垅,土,土,- 롱,8
垆,土,土,- 로,8
型,土,土,모형 형,9
垌,土,土,항아리 동,9
垒,土,土,- 루,9
垓,土,土,땅가장자리 해,9
垔,土,土,- 인,9
垚,土,土,- 요,9
垛,土,土,- 타,9
垠,土,土,지경 은,9
垡,土,土,- 벌,9
垢,土,土,때 구,9
垣,土,土,담 원,9
垤,土,土,개밋둑 질,9
垦,土,土,- 은,9
垧,土,土,- 상,9
垩,土,土,성인 성,9
垫,土,土,- 점,9
垭,土,土,- 아,9
垮,土,土,- 과,9
垯,土,土,- 달,9
垲,土,土,- 개,9
垴,土,土,- 뇌,9
垸,土,土,회섞어바를 완,10
埂,土,土,- 경,10
埃,土,土,티끌 애,10
埄,土,土,- 봉,10
埇,土,土,길돋울 용,10
埋,土,土,묻을 매,10
城,土,土,재 성,10
埏,土,土,땅 가장자리 연,11
埒,土,土,바자울 랄,10
埔,土,土,- 포,10
埕,土,土,- 정,10
埗,土,土,- 보,10
埘,土,土,- 시,10
埙,土,土,- 훈,10
埚,土,土,- 과,10
埝,土,土,- 념,11
域,土,土,지경 역,11
埠,土,土,부두 부,11
埡,土,土,- 오,11
埤,土,土,더할 비,11
埭,土,土,보뚝 태,11
埯,土,土,- 암,11
埲,土,土,- 봉,11
埴,土,土,찰흙 식,11
埵,土,土,- 타,12
埶,土,土,- 예,11
執,土,土,잡을 집,11
埸,土,土,지경 역,11
培,土,土,북돋울 배,11
基,土,土,터 기,11
埼,土,土,갑 기,11
埽,土,土,쓸 소,11
堀,土,土,팔 굴,11
堂,土,土,집 당,11
堃,土,土,따 곤,11
堅,土,土,굳을 견,11
堆,土,土,쌓을 퇴,11
堇,土,土,노란진흙 근,11
堊,土,土,흰흙 악,11
堋,土,土,묻을 붕,11
堍,土,土,- 토,11
堑,土,土,- 참,11
堕,土,土,떨어질 타,12
堙,土,土,막을 인,12
堞,土,土,성가퀴 첩,12
堠,土,土,봉화대 후,12
堡,土,土,작은성 보,12
堤,土,土,둑 제,12
堪,土,土,견딜 감,12
堯,土,土,요임금 요,12
堰,土,土,둑 언,12
報,土,土,갚을 보,12
場,土,土,마당 장,12
堵,土,土,담 도,12
堿,土,土,- 감,12
塄,土,土,- 방,12
塊,土,土,흙덩이 괴,13
塋,土,土,무덤 영,13
塌,土,土,낮은 땅 탑,13
塍,土,土,밭두둑 승,13
塑,土,土,흙빚을 소,13
塔,土,土,탑 탑,13
塕,土,土,- 옹,13
塗,土,土,칠할 도,13
塘,土,土,못[池] 당,13
塚,土,土,무덤 총,13
塞,土,土,변방 새,13
塢,土,土,산언덕 오,13
塥,土,土,- 객,13
填,土,土,메울 전,13
塬,土,土,- 원,13
塲,土,土,- 장,14
塵,土,土,티끌 진,14
塹,土,土,구덩이 참,14
塾,土,土,글방 숙,14
墀,土,土,계단 위의 공지 지,15
墁,土,土,바를 만,14
境,土,土,지경 경,14
墅,土,土,농막 서,14
墉,土,土,담[垣] 용,14
墊,土,土,빠질 점,14
墒,土,土,- 상,14
墓,土,土,무덤 묘,14
墙,土,土,- 장,14
墚,土,土,- 량,14
墜,土,土,떨어질 추,15
增,土,土,더할 증,15
墟,土,土,터 허,15
墨,土,土,먹 묵,15
墩,土,土,돈대 돈,15
墮,土,土,떨어질 타,15
墳,土,土,무덤 분,15
墻,土,土,담 장,16
墼,土,土,- 격,16
墾,土,土,개간할 간,16
壁,土,土,벽 벽,16
壅,土,土,막을 옹,16
壇,土,土,단 단,16
壑,土,土,구렁 학,17
壓,土,土,누를 압,17
壕,土,土,해자 호,17
壘,土,土,보루 루,18
壞,土,土,무너질 괴,19
壟,土,土,밭두둑 롱,19
壢,土,土,- 력,19
壤,土,土,흙덩이 양,20
壩,土,土,방죽 파,24
士,士,土,선비 사,3
壬,士,土,북방 임,4
壮,士,土,씩씩할 장,6
壯,士,土,장할 장,7
壳,士,土,- 각,8
壴,士,土,- 주,9
壶,士,土,- 호,10
壹,士,土,한 일,12
壺,士,土,병 호,12
壽,士,土,목숨 수,14
夂,夂,水,- 치,3
夃,夂,水,- 고,4
夅,夂,水,- 강,6
夆,夂,水,끌 봉,7
夊,夊,水,- 쇠,3
夋,夂,水,- 준,7
夌,夊,水,- 릉,8
复,夊,水,- 복,9
夏,夊,水,여름 하,10
夔,夊,水,조심할 기,20
夕,夕,水,저녁 석,3
外,夕,水,바깥 외,5
夗,夕,水,- 원,5
夙,夕,水,이를 숙,6
多,夕,水,많을 다,6
夜,夕,水,밤 야,8
够,夕,水,- 구,11
夠,夕,水,- 구,11
夢,夕,水,꿈 몽,14
夤,夕,水,공손할 인,14
夥,夕,水,많을 과,14
大,大,火,큰 대,3
天,大,火,하늘 천,4
太,大,火,클 태,4
夫,大,火,지아비 부,4
夬,大,火,괘이름 쾌,4
夭,大,火,일찍죽을 요,4
央,大,火,가운데 앙,5
夯,大,火,멜 항,5
失,大,火,잃을 실,5
夲,大,火,- 도,5
头,大,火,- 두,5
夷,大,火,오랑캐 이,6
夸,大,火,사치할 과,6
夹,一,土,- 협,6
夺,大,火,- 탈,6
夼,大,火,- 천,6
夾,大,火,낄 협,7
奁,大,火,- 렴,7
奂,大,火,- 환,7
奄,大,火,문득 엄,8
奇,大,火,기특할 기,8
奈,大,火,어찌 내,8
奉,大,火,받들 봉,8
奋,大,火,- 강,8
奎,大,火,별 규,9
奏,大,火,아뢸 주,9
奐,大,火,빛날 환,9
契,大,火,맺을 계,9
奓,大,火,오만할 차,9
奔,大,火,달릴 분,8
奕,大,火,클 혁,9
奖,大,火,- 장,9
套,大,火,씌울 투,10
奘,大,火,클 장,10
奚,大,火,어찌 해,10
奠,大,火,정할 전,12
奢,大,火,사치할 사,12
奥,大,火,깊을 오,12
奧,大,火,깊을 오,13
奩,大,火,화장 상자 렴,14
奪,大,火,빼앗을 탈,14
奭,大,火,클 석,15
奮,大,火,떨칠 분,16
女,女,水,계집 녀,3
奴,女,水,종 노,5
奶,女,水,젖 내,5
奸,女,水,간사할 간,6
她,女,水,- 저,6
奼,女,水,- 타,6
好,女,水,좋을 호,6
妁,女,水,중매 작,6
如,女,水,같을 여,6
妃,女,水,왕비 비,6
妄,女,水,망령될 망,6
妆,女,水,- 장,6
妈,女,水,- 마,6
妊,女,水,아이밸 임,7
妍,女,水,고울 연,7
妒,女,水,투기할 투,7
妓,女,水,기생 기,7
妖,女,水,요사할 요,7
妗,女,水,외숙모 금,7
妙,女,水,묘할 묘,7
妝,女,水,꾸밀 장,7
妞,女,水,- 뉴,7
妟,女,水,- 안,7
妣,女,水,죽은어미 비,7
妤,女,水,- 여,7
妥,女,水,온당할 타,7
妨,女,水,방해할 방,7
妩,女,水,- 무,7
妪,女,水,- 구,7
妫,女,水,- 규,7
妮,女,水,- 니,8
妯,女,水,동서 축,8
妲,女,水,계집의 이름 달,8
妳,女,水,- 니,8
妹,女,水,누이 매,8
妻,女,水,아내 처,8
妾,女,水,첩 첩,8
姆,女,水,여스승 모,8
姊,女,水,- 자,8
始,女,水,비로소 시,8
姐,女,水,맏누이 저,8
姑,女,水,시어미 고,8
姒,女,水,동서 사,8
姓,女,水,성 성,8
委,女,水,맡길 위,8
姗,女,水,헐뜯을 산,8
姘,女,水,- 평,9
姚,女,水,예쁠 요,9
姜,女,水,성(姓) 강,9
姝,女,水,예쁠 주,9
姣,女,水,아름다울 교,9
姥,女,水,할미 모,9
姦,女,水,간음할 간,9
姨,女,水,이모 이,9
姪,女,水,조카 질,9
姫,女,水,삼갈 진,9
姬,女,水,계집 희,9
姮,女,水,항아(姮娥) 항,9
姹,女,水,- 차,9
姻,女,水,혼인 인,9
姿,女,水,모양 자,9
威,女,水,위엄 위,9
娃,女,水,예쁠 왜,9
娄,女,水,- 루,9
娅,女,水,- 아,9
娆,女,水,- 요,9
娇,女,水,- 교,10
娈,女,水,- 련,9
娉,女,水,장가들다 빙,10
娌,女,水,- 리,10
娑,女,水,춤출 사,10
娓,女,水,장황할 미,10
娘,女,水,계집 낭,10
娛,女,水,즐길 오,10
娜,女,水,아리따울 나,10
娟,女,水,예쁠 연,10
娠,女,水,아이밸 신,10
娣,女,水,제수 제,10
娥,女,水,예쁠 아,10
娩,女,水,낳을 만,10
娭,女,水,계집종 애,10
娱,女,水,- 오,10
娲,女,水,- 왜,10
娴,女,水,- 한,10
娶,女,水,장가들 취,11
娼,女,水,창녀 창,11
婀,女,水,아리따울 아,11
婁,女,水,끌 루,11
婆,女,水,할미 파,11
婉,女,水,순할 완,11
婊,女,水,- 표,11
婕,女,水,- 첩,11
婚,女,水,혼인할 혼,11
婢,女,水,계집종 비,11
婦,女,水,며느리 부,11
婧,女,水,날씬한 정,11
婪,女,水,탐할 람,11
婭,女,水,- 아,11
婴,女,水,- 영,11
婵,女,水,- 선,11
婶,女,水,- 심,11
婷,女,水,아리따울 정,12
婺,女,水,- 무,12
婿,女,水,사위 서,12
媒,女,水,중매 매,12
媕,女,水,머뭇거릴 암,12
媚,女,水,아첨할 미,12
媛,女,水,계집 원,12
媠,女,水,- 타,12
媧,女,水,사람 이름 과,12
媪,女,水,할미 오,12
媲,女,水,- 비,13
媳,女,水,며느리 식,13
媵,女,水,보낼 잉,13
媷,女,水,- 욕,13
媸,女,水,- 치,13
媽,女,水,어미 마,13
媾,女,水,겹혼인 구,13
嫁,女,水,시집갈 가,13
嫂,女,水,형수 수,12
嫉,女,水,미워할 질,13
嫌,女,水,싫어할 혐,13
嫒,女,水,- 애,13
嫔,女,水,- 빈,13
嫖,女,水,가벼울 표,14
嫗,女,水,할미 구,14
嫘,女,水,- 루,14
嫚,女,水,업신여길 만,14
嫜,女,水,- 장,14
嫠,女,水,과부 리,14
嫡,女,水,정실 적,14
嫣,女,水,생긋생긋 웃을 언,14
嫦,女,水,항아 항,14
嫩,女,水,어릴 눈,14
嫪,女,水,- 로,14
嫫,女,水,예쁠 모,14
嫱,女,水,- 장,14
嫵,女,水,- 무,15
嫻,女,水,우아할 한,15
嬈,女,水,예쁜체 할 요,15
嬉,女,水,아름다울 희,15
嬋,女,水,고울 선,15
嬌,女,水,아리따울 교,15
嬖,女,水,사랑할 폐,16
嬗,女,水,- 선,16
嬛,女,水,산뜻할 현,16
嬪,女,水,궁녀벼슬이름 빈,17
嬰,女,水,어린아이 영,17
嬲,女,水,샘낼 뇨,17
嬴,女,水,가득할 영,16
嬷,女,水,- 마,17
嬸,女,水,- 심,18
孀,女,水,홀어미 상,20
孃,女,水,아가씨 양,20
孌,女,水,아름다울 련,22
子,子,水,아들 자,3
孑,孑,水,외로울 혈,3
孓,子,水,- 궐,3
孔,子,水,구멍 공,4
孕,子,水,아이밸 잉,5
字,子,水,글자 자,6
存,子,水,있을 존,6
孙,子,水,- 손,6
孚,子,水,믿을 부,7
孛,子,水,살별 패,7
孜,子,水,부지런할 자,7
孝,子,水,효도 효,7
孟,子,水,맏 맹,8
孢,子,水,- 포,8
季,子,水,계절 계,8
孤,子,水,외로울 고,8
孥,子,水,자식 노,8
学,子,水,배울 학,8
孨,子,水,- 전,9
孩,子,水,어린아이 해,9
孪,子,水,- 산,9
孫,子,水,손자 손,10
孬,子,水,- 위,10
孰,子,水,누구 숙,11
孱,子,水,잔약할 잔,12
孳,子,水,부지런할 자,12
孵,子,水,알깔 부,14
學,子,水,배울 학,16
孺,子,水,어릴 유,17
孽,子,水,서자 얼,20
孿,子,水,쌍둥이 산,22
宀,宀,土,- 면,3
宁,宀,土,조회 받는 곳 저,5
它,宀,土,다를 타,5
宄,宀,土,간악할 귀,5
宅,宀,土,집 댁,6
宇,宀,土,집 우,6
守,宀,土,지킬 수,6
安,宀,土,편안 안,6
宋,宀,土,성(姓) 송,7
完,宀,土,완전할 완,7
宏,宀,土,클 굉,7
宓,宀,土,성(姓) 복,8
宕,宀,土,호탕할 탕,8
宗,宀,土,마루 종,8
官,宀,土,벼슬 관,8
宙,宀,土,집 주,8
定,宀,土,정할 정,8
宛,宀,土,완연할 완,8
宜,宀,土,마땅 의,8
宝,宀,土,보배 보,8
宠,宀,土,- 총,8
审,宀,土,- 심,8
客,宀,土,손 객,9
宣,宀,土,베풀 선,9
室,宀,土,집 실,9
宥,宀,土,너그러울 유,9
宦,宀,土,벼슬 환,9
宪,宀,土,- 헌,9
宫,宀,土,궁궐 궁,9
宮,宀,土,집 궁,10
宰,宀,土,재상 재,10
害,宀,土,해할 해,10
宴,宀,土,잔치 연,10
宵,宀,土,밤[夜] 소,10
家,宀,土,집 가,10
宸,宀,土,대궐 신,10
容,宀,土,얼굴 용,10
宽,宀,土,- 관,10
宾,宀,土,- 빈,10
宿,宀,土,잘 숙,11
寂,宀,土,고요할 적,11
寄,宀,土,부칠 기,11
寅,宀,土,범[虎] 인,11
密,宀,土,빽빽할 밀,11
寇,宀,土,도적 구,11
富,宀,土,부자 부,12
寐,宀,土,잘 매,12
寒,宀,土,찰 한,12
寓,宀,土,부칠[寄] 우,12
